person,event,roleWithinEvent
per.006455,oscys.caseid.0585,""
per.006440,oscys.caseid.0585,""
per.006442,oscys.caseid.0585,""
per.006451,oscys.caseid.0585,""
per.006444,oscys.caseid.0585,""
per.006437,oscys.caseid.0585,""
per.006446,oscys.caseid.0585,""
per.006398,oscys.caseid.0585,""
per.006459,oscys.caseid.0585,""
per.006450,oscys.caseid.0585,""
per.006439,oscys.caseid.0585,""
per.006449,oscys.caseid.0585,""
per.006380,oscys.caseid.0585,""
per.006454,oscys.caseid.0585,""
per.006422,oscys.caseid.0585,""
per.006453,oscys.caseid.0585,""
per.006382,oscys.caseid.0585,""
per.006420,oscys.caseid.0585,""
per.006399,oscys.caseid.0585,""
per.006457,oscys.caseid.0585,""
per.006381,oscys.caseid.0585,""
per.006456,oscys.caseid.0585,""
per.006447,oscys.caseid.0585,""
per.006452,oscys.caseid.0585,""
per.006421,oscys.caseid.0585,""
per.001477,oscys.caseid.0585,""
per.006441,oscys.caseid.0585,""
per.006443,oscys.caseid.0585,""
per.006403,oscys.caseid.0585,""
per.006438,oscys.caseid.0585,""
per.006458,oscys.caseid.0585,""
per.006445,oscys.caseid.0585,""
per.006448,oscys.caseid.0585,""
per.006835,oscys.caseid.0665,plaintiff
per.006832,oscys.caseid.0665,defendant
per.006805,oscys.caseid.0665,attorney
per.001393,oscys.caseid.0665,attorney
per.004534,oscys.caseid.0665,attorney
per.001496,oscys.caseid.0665,attorney
per.004664,oscys.caseid.0665,attorney
per.005384,oscys.caseid.0665,attorney
per.006854,oscys.caseid.0665,""
per.006855,oscys.caseid.0665,""
per.006829,oscys.caseid.0665,""
per.006406,oscys.caseid.0634,plaintiff
per.006438,oscys.caseid.0634,defendant
per.001393,oscys.caseid.0634,attorney
per.004601,oscys.caseid.0634,""
per.006569,oscys.caseid.0634,""
per.006346,oscys.caseid.0634,""
per.006391,oscys.caseid.0634,""
per.006435,oscys.caseid.0634,""
per.006312,oscys.caseid.0634,""
per.006517,oscys.caseid.0634,""
per.006437,oscys.caseid.0634,""
per.006390,oscys.caseid.0634,""
per.006467,oscys.caseid.0634,""
per.006398,oscys.caseid.0634,""
per.006413,oscys.caseid.0634,""
per.006574,oscys.caseid.0634,""
per.006571,oscys.caseid.0634,""
per.006399,oscys.caseid.0634,""
per.006557,oscys.caseid.0634,""
per.006573,oscys.caseid.0634,""
per.006414,oscys.caseid.0634,""
per.006534,oscys.caseid.0634,""
per.006315,oscys.caseid.0634,""
per.006558,oscys.caseid.0634,""
per.006568,oscys.caseid.0634,""
per.006575,oscys.caseid.0634,""
per.006572,oscys.caseid.0634,""
per.001493,oscys.caseid.0634,""
per.002097,oscys.caseid.0634,""
per.006567,oscys.caseid.0634,""
per.006570,oscys.caseid.0634,""
per.006560,oscys.caseid.0634,""
per.006403,oscys.caseid.0634,""
per.006468,oscys.caseid.0634,""
per.001765,oscys.caseid.0229,plaintiff
per.001764,oscys.caseid.0229,defendant
per.000003,oscys.caseid.0229,""
per.000004,oscys.caseid.0229,""
per.000739,oscys.caseid.0229,""
per.000737,oscys.caseid.0229,attorney
per.000738,oscys.caseid.0229,attorney
per.000549,oscys.caseid.0229,attorney
per.001776,oscys.caseid.0229,""
per.001777,oscys.caseid.0229,""
per.001778,oscys.caseid.0229,""
per.005317,oscys.caseid.0532,plaintiff
per.005303,oscys.caseid.0532,defendant
per.001393,oscys.caseid.0532,attorney
per.001495,oscys.caseid.0532,attorney
per.001514,oscys.caseid.0532,""
per.001493,oscys.caseid.0532,""
per.002041,oscys.caseid.0532,""
per.005217,oscys.caseid.0532,""
per.004601,oscys.caseid.0532,""
per.005300,oscys.caseid.0532,""
per.005302,oscys.caseid.0532,""
per.005306,oscys.caseid.0532,""
per.005313,oscys.caseid.0532,""
per.005323,oscys.caseid.0532,""
per.005281,oscys.caseid.0532,""
per.005299,oscys.caseid.0532,""
per.005151,oscys.caseid.0532,""
per.005152,oscys.caseid.0532,""
per.005172,oscys.caseid.0532,""
per.005198,oscys.caseid.0532,""
per.005220,oscys.caseid.0532,""
per.005307,oscys.caseid.0532,""
per.005222,oscys.caseid.0532,""
per.005224,oscys.caseid.0532,""
per.005311,oscys.caseid.0532,""
per.005312,oscys.caseid.0532,""
per.005314,oscys.caseid.0532,""
per.005319,oscys.caseid.0532,""
per.005251,oscys.caseid.0532,""
per.005297,oscys.caseid.0532,""
per.005298,oscys.caseid.0532,""
per.005054,oscys.caseid.0532,""
per.005327,oscys.caseid.0532,""
per.005119,oscys.caseid.0532,""
per.005174,oscys.caseid.0532,""
per.005236,oscys.caseid.0532,""
per.005199,oscys.caseid.0532,""
per.005201,oscys.caseid.0532,""
per.005214,oscys.caseid.0532,""
per.005225,oscys.caseid.0532,""
per.005315,oscys.caseid.0532,""
per.005233,oscys.caseid.0532,""
per.005316,oscys.caseid.0532,""
per.005318,oscys.caseid.0532,""
per.005322,oscys.caseid.0532,""
per.005249,oscys.caseid.0532,""
per.005324,oscys.caseid.0532,""
per.005254,oscys.caseid.0532,""
per.005325,oscys.caseid.0532,""
per.005295,oscys.caseid.0532,""
per.005056,oscys.caseid.0532,""
per.005279,oscys.caseid.0532,""
per.005071,oscys.caseid.0532,""
per.005301,oscys.caseid.0532,""
per.005328,oscys.caseid.0532,""
per.005123,oscys.caseid.0532,""
per.004640,oscys.caseid.0532,""
per.005282,oscys.caseid.0532,""
per.005153,oscys.caseid.0532,""
per.005200,oscys.caseid.0532,""
per.005208,oscys.caseid.0532,""
per.005308,oscys.caseid.0532,""
per.005309,oscys.caseid.0532,""
per.005238,oscys.caseid.0532,""
per.005310,oscys.caseid.0532,""
per.005229,oscys.caseid.0532,""
per.005237,oscys.caseid.0532,""
per.005241,oscys.caseid.0532,""
per.005246,oscys.caseid.0532,""
per.005320,oscys.caseid.0532,""
per.005294,oscys.caseid.0532,""
per.005252,oscys.caseid.0532,""
per.005165,oscys.caseid.0532,""
per.005256,oscys.caseid.0532,""
per.005329,oscys.caseid.0532,""
per.005199,oscys.caseid.0522,plaintiff
per.005279,oscys.caseid.0522,defendant
per.001393,oscys.caseid.0522,attorney
per.004640,oscys.caseid.0522,attorney
per.005067,oscys.caseid.0522,""
per.001514,oscys.caseid.0522,""
per.001493,oscys.caseid.0522,""
per.005141,oscys.caseid.0522,""
per.005142,oscys.caseid.0522,""
per.005145,oscys.caseid.0522,""
per.005146,oscys.caseid.0522,""
per.002053,oscys.caseid.0522,""
per.005174,oscys.caseid.0522,""
per.005170,oscys.caseid.0522,""
per.005172,oscys.caseid.0522,""
per.005217,oscys.caseid.0522,""
per.005224,oscys.caseid.0522,""
per.005233,oscys.caseid.0522,""
per.005288,oscys.caseid.0522,""
per.000213,oscys.caseid.0025,plaintiff
per.000214,oscys.caseid.0025,defendant
per.000001,oscys.caseid.0025,attorney
per.000003,oscys.caseid.0025,""
per.000006,oscys.caseid.0025,""
per.000004,oscys.caseid.0025,""
per.000215,oscys.caseid.0025,""
per.000128,oscys.caseid.0025,""
per.000076,oscys.caseid.0025,""
per.000065,oscys.caseid.0025,""
per.000066,oscys.caseid.0025,""
per.000067,oscys.caseid.0025,""
per.000063,oscys.caseid.0025,""
per.000068,oscys.caseid.0025,""
per.000069,oscys.caseid.0025,""
per.000216,oscys.caseid.0025,""
per.000217,oscys.caseid.0025,""
per.000061,oscys.caseid.0025,""
per.000072,oscys.caseid.0025,""
per.000073,oscys.caseid.0025,""
per.000218,oscys.caseid.0025,""
per.000219,oscys.caseid.0025,""
per.000075,oscys.caseid.0025,""
per.000220,oscys.caseid.0025,""
per.000077,oscys.caseid.0025,""
per.000221,oscys.caseid.0025,""
per.000064,oscys.caseid.0025,""
per.000074,oscys.caseid.0025,""
per.000222,oscys.caseid.0025,""
per.001452,oscys.caseid.0025,""
per.001453,oscys.caseid.0025,""
per.001454,oscys.caseid.0025,""
per.001455,oscys.caseid.0025,""
per.001393,oscys.caseid.0025,""
per.001456,oscys.caseid.0025,""
per.001457,oscys.caseid.0025,""
per.001458,oscys.caseid.0025,""
per.001459,oscys.caseid.0025,""
per.001460,oscys.caseid.0025,""
per.001461,oscys.caseid.0025,""
per.001462,oscys.caseid.0025,""
per.001463,oscys.caseid.0025,""
per.000023,oscys.caseid.0025,attorney
per.003082,oscys.caseid.0413,plaintiff
per.003083,oscys.caseid.0413,defendant
per.000122,oscys.caseid.0413,attorney
per.003080,oscys.caseid.0413,""
per.001326,oscys.caseid.0413,""
per.003081,oscys.caseid.0413,""
per.003084,oscys.caseid.0413,""
per.003085,oscys.caseid.0413,""
per.003086,oscys.caseid.0413,""
per.003087,oscys.caseid.0413,""
per.003088,oscys.caseid.0413,""
per.000004,oscys.caseid.0413,""
per.002897,oscys.caseid.0413,""
per.000461,oscys.caseid.0413,""
per.002816,oscys.caseid.0413,""
per.000006,oscys.caseid.0413,""
per.000884,oscys.caseid.0121,plaintiff
per.000885,oscys.caseid.0121,plaintiff
per.000886,oscys.caseid.0121,defendant
per.000829,oscys.caseid.0121,attorney
per.000003,oscys.caseid.0121,""
per.000004,oscys.caseid.0121,""
per.000739,oscys.caseid.0121,""
per.002436,oscys.caseid.0330,plaintiff
per.002437,oscys.caseid.0330,plaintiff
per.002438,oscys.caseid.0330,defendant
per.000001,oscys.caseid.0330,attorney
per.000003,oscys.caseid.0330,""
per.000006,oscys.caseid.0330,""
per.000004,oscys.caseid.0330,""
per.001897,oscys.caseid.0253,plaintiff
per.001898,oscys.caseid.0253,defendant
per.001180,oscys.caseid.0253,attorney
per.000004,oscys.caseid.0253,""
per.000740,oscys.caseid.0253,""
per.000753,oscys.caseid.0253,""
per.001216,oscys.caseid.0253,""
per.001899,oscys.caseid.0253,""
per.000442,oscys.caseid.0041,plaintiff
per.000443,oscys.caseid.0041,defendant
per.000001,oscys.caseid.0041,attorney
per.000003,oscys.caseid.0041,""
per.000006,oscys.caseid.0041,""
per.000004,oscys.caseid.0041,""
per.000444,oscys.caseid.0041,""
per.000446,oscys.caseid.0041,""
per.000445,oscys.caseid.0041,""
per.000447,oscys.caseid.0041,""
per.000448,oscys.caseid.0041,""
per.006626,oscys.caseid.0622,plaintiff
per.006627,oscys.caseid.0622,defendant
per.001493,oscys.caseid.0622,""
per.000494,oscys.caseid.0052,plaintiff
per.000495,oscys.caseid.0052,defendant
per.000496,oscys.caseid.0052,attorney
per.000003,oscys.caseid.0052,""
per.000004,oscys.caseid.0052,""
per.000497,oscys.caseid.0052,""
per.000461,oscys.caseid.0052,""
per.000590,oscys.caseid.0071,plaintiff
per.000595,oscys.caseid.0071,defendant
per.000108,oscys.caseid.0071,defendant
per.000598,oscys.caseid.0071,""
per.000599,oscys.caseid.0071,""
per.000600,oscys.caseid.0071,""
per.000601,oscys.caseid.0071,""
per.000602,oscys.caseid.0071,""
per.000603,oscys.caseid.0071,""
per.000593,oscys.caseid.0071,""
per.000604,oscys.caseid.0071,""
per.000605,oscys.caseid.0071,""
per.000606,oscys.caseid.0071,""
per.000596,oscys.caseid.0071,""
per.000597,oscys.caseid.0071,""
per.000607,oscys.caseid.0071,""
per.000608,oscys.caseid.0071,""
per.000609,oscys.caseid.0071,""
per.000610,oscys.caseid.0071,""
per.000611,oscys.caseid.0071,""
per.000612,oscys.caseid.0071,""
per.000613,oscys.caseid.0071,""
per.000614,oscys.caseid.0071,""
per.004021,oscys.caseid.0071,""
per.004243,oscys.caseid.0071,""
per.004005,oscys.caseid.0071,""
per.004192,oscys.caseid.0071,""
per.001794,oscys.caseid.0071,""
per.003843,oscys.caseid.0071,""
per.004244,oscys.caseid.0071,""
per.001572,oscys.caseid.0071,""
per.003808,oscys.caseid.0071,""
per.002548,oscys.caseid.0071,""
per.004009,oscys.caseid.0071,""
per.003832,oscys.caseid.0071,""
per.004245,oscys.caseid.0071,""
per.004196,oscys.caseid.0071,""
per.004246,oscys.caseid.0071,""
per.004247,oscys.caseid.0071,""
per.000476,oscys.caseid.0071,attorney
per.000001,oscys.caseid.0071,attorney
per.000592,oscys.caseid.0071,""
per.000004,oscys.caseid.0071,""
per.000044,oscys.caseid.0071,""
per.003122,oscys.caseid.0417,plaintiff
per.003123,oscys.caseid.0417,defendant
per.002988,oscys.caseid.0417,attorney
per.003121,oscys.caseid.0417,""
per.000435,oscys.caseid.0417,""
per.002112,oscys.caseid.0417,attorney
per.000004,oscys.caseid.0417,""
per.002816,oscys.caseid.0417,""
per.002630,oscys.caseid.0417,""
per.002989,oscys.caseid.0417,""
per.000461,oscys.caseid.0417,""
per.000122,oscys.caseid.0417,""
per.003124,oscys.caseid.0417,""
per.003125,oscys.caseid.0417,""
per.002939,oscys.caseid.0397,plaintiff
per.002940,oscys.caseid.0397,defendant
per.000122,oscys.caseid.0397,attorney
per.002941,oscys.caseid.0397,attorney
per.002936,oscys.caseid.0397,""
per.002937,oscys.caseid.0397,""
per.002938,oscys.caseid.0397,""
per.001523,oscys.caseid.0397,""
per.001531,oscys.caseid.0397,""
per.001547,oscys.caseid.0397,""
per.002942,oscys.caseid.0397,""
per.002943,oscys.caseid.0397,""
per.002816,oscys.caseid.0397,""
per.002886,oscys.caseid.0397,""
per.000006,oscys.caseid.0397,""
per.000004,oscys.caseid.0397,""
per.002897,oscys.caseid.0397,""
per.002944,oscys.caseid.0397,""
per.002945,oscys.caseid.0397,""
per.002946,oscys.caseid.0397,""
per.002947,oscys.caseid.0397,""
per.002948,oscys.caseid.0397,""
per.002949,oscys.caseid.0397,""
per.000052,oscys.caseid.0010,plaintiff
per.000053,oscys.caseid.0010,plaintiff
per.000054,oscys.caseid.0010,plaintiff
per.000055,oscys.caseid.0010,plaintiff
per.000051,oscys.caseid.0010,defendant
per.000011,oscys.caseid.0010,attorney
per.000003,oscys.caseid.0010,""
per.000006,oscys.caseid.0010,""
per.000004,oscys.caseid.0010,""
per.002600,oscys.caseid.0010,""
per.005225,oscys.caseid.0530,plaintiff
per.005056,oscys.caseid.0530,defendant
per.001393,oscys.caseid.0530,attorney
per.001495,oscys.caseid.0530,attorney
per.005331,oscys.caseid.0530,""
per.001514,oscys.caseid.0530,""
per.001493,oscys.caseid.0530,""
per.004664,oscys.caseid.0530,""
per.005217,oscys.caseid.0530,""
per.005295,oscys.caseid.0530,""
per.005279,oscys.caseid.0530,""
per.005071,oscys.caseid.0530,""
per.005301,oscys.caseid.0530,""
per.005303,oscys.caseid.0530,""
per.005328,oscys.caseid.0530,""
per.005123,oscys.caseid.0530,""
per.004640,oscys.caseid.0530,""
per.005282,oscys.caseid.0530,""
per.005153,oscys.caseid.0530,""
per.005200,oscys.caseid.0530,""
per.005208,oscys.caseid.0530,""
per.005308,oscys.caseid.0530,""
per.005309,oscys.caseid.0530,""
per.005238,oscys.caseid.0530,""
per.005310,oscys.caseid.0530,""
per.005229,oscys.caseid.0530,""
per.005317,oscys.caseid.0530,""
per.005237,oscys.caseid.0530,""
per.005241,oscys.caseid.0530,""
per.005246,oscys.caseid.0530,""
per.005320,oscys.caseid.0530,""
per.005294,oscys.caseid.0530,""
per.005252,oscys.caseid.0530,""
per.005329,oscys.caseid.0530,""
per.002963,oscys.caseid.0401,plaintiff
per.001555,oscys.caseid.0401,""
per.000004,oscys.caseid.0401,""
per.002816,oscys.caseid.0401,""
per.001547,oscys.caseid.0401,""
per.002886,oscys.caseid.0401,""
per.002962,oscys.caseid.0401,""
per.002867,oscys.caseid.0401,""
per.002964,oscys.caseid.0401,""
per.000223,oscys.caseid.0026,plaintiff
per.000224,oscys.caseid.0026,defendant
per.000225,oscys.caseid.0026,defendant
per.000001,oscys.caseid.0026,attorney
per.000003,oscys.caseid.0026,""
per.000004,oscys.caseid.0026,""
per.006433,oscys.caseid.0594,plaintiff
per.006436,oscys.caseid.0594,defendant
per.001393,oscys.caseid.0594,attorney
per.005302,oscys.caseid.0594,""
per.001493,oscys.caseid.0594,""
per.005383,oscys.caseid.0594,""
per.006434,oscys.caseid.0594,""
per.001495,oscys.caseid.0594,attorney
per.006435,oscys.caseid.0594,""
per.006312,oscys.caseid.0594,""
per.006402,oscys.caseid.0594,""
per.006413,oscys.caseid.0594,""
per.002097,oscys.caseid.0594,""
per.001346,oscys.caseid.0479,plaintiff
per.001343,oscys.caseid.0479,defendant
per.004435,oscys.caseid.0479,attorney
per.001342,oscys.caseid.0479,""
per.004438,oscys.caseid.0479,attorney
per.001367,oscys.caseid.0479,attorney
per.004436,oscys.caseid.0479,""
per.004437,oscys.caseid.0479,""
per.001344,oscys.caseid.0479,""
per.003632,oscys.caseid.0479,""
per.001352,oscys.caseid.0479,""
per.003636,oscys.caseid.0479,""
per.004439,oscys.caseid.0479,""
per.001347,oscys.caseid.0479,""
per.003631,oscys.caseid.0479,""
per.001348,oscys.caseid.0479,""
per.004440,oscys.caseid.0479,""
per.004441,oscys.caseid.0479,""
per.004442,oscys.caseid.0479,""
per.004443,oscys.caseid.0479,""
per.001349,oscys.caseid.0479,""
per.003686,oscys.caseid.0479,""
per.001345,oscys.caseid.0479,""
per.001355,oscys.caseid.0479,""
per.004445,oscys.caseid.0479,""
per.004446,oscys.caseid.0479,""
per.000721,oscys.caseid.0479,""
per.003688,oscys.caseid.0479,""
per.001357,oscys.caseid.0479,""
per.001363,oscys.caseid.0479,""
per.000873,oscys.caseid.0479,""
per.001350,oscys.caseid.0479,""
per.001351,oscys.caseid.0479,""
per.001353,oscys.caseid.0479,""
per.001356,oscys.caseid.0479,""
per.001358,oscys.caseid.0479,""
per.001359,oscys.caseid.0479,""
per.001360,oscys.caseid.0479,""
per.001361,oscys.caseid.0479,""
per.001362,oscys.caseid.0479,""
per.001364,oscys.caseid.0479,""
per.001365,oscys.caseid.0479,""
per.003634,oscys.caseid.0479,""
per.004444,oscys.caseid.0479,""
per.004447,oscys.caseid.0479,""
per.003461,oscys.caseid.0479,""
per.004448,oscys.caseid.0479,""
per.004449,oscys.caseid.0479,""
per.003640,oscys.caseid.0479,""
per.003637,oscys.caseid.0479,""
per.004450,oscys.caseid.0479,""
per.003638,oscys.caseid.0479,""
per.003587,oscys.caseid.0479,""
per.004451,oscys.caseid.0479,""
per.003633,oscys.caseid.0479,""
per.004452,oscys.caseid.0479,""
per.002897,oscys.caseid.0479,""
per.001366,oscys.caseid.0479,attorney
per.000004,oscys.caseid.0479,""
per.000739,oscys.caseid.0479,""
per.004453,oscys.caseid.0479,""
per.004476,oscys.caseid.0481,plaintiff
per.000215,oscys.caseid.0481,defendant
per.004359,oscys.caseid.0481,attorney
per.004477,oscys.caseid.0481,""
per.004478,oscys.caseid.0481,""
per.004479,oscys.caseid.0481,""
per.004517,oscys.caseid.0481,""
per.004336,oscys.caseid.0481,""
per.004480,oscys.caseid.0481,""
per.004481,oscys.caseid.0481,""
per.004521,oscys.caseid.0481,""
per.004482,oscys.caseid.0481,""
per.004483,oscys.caseid.0481,""
per.004484,oscys.caseid.0481,""
per.004485,oscys.caseid.0481,""
per.004486,oscys.caseid.0481,""
per.004487,oscys.caseid.0481,""
per.004511,oscys.caseid.0481,""
per.004488,oscys.caseid.0481,""
per.004528,oscys.caseid.0481,""
per.004526,oscys.caseid.0481,""
per.004516,oscys.caseid.0481,""
per.004489,oscys.caseid.0481,""
per.004512,oscys.caseid.0481,""
per.004490,oscys.caseid.0481,""
per.004491,oscys.caseid.0481,""
per.004492,oscys.caseid.0481,""
per.004493,oscys.caseid.0481,""
per.004514,oscys.caseid.0481,""
per.004494,oscys.caseid.0481,""
per.004495,oscys.caseid.0481,""
per.004527,oscys.caseid.0481,""
per.004496,oscys.caseid.0481,""
per.004522,oscys.caseid.0481,""
per.004337,oscys.caseid.0481,""
per.004497,oscys.caseid.0481,""
per.004524,oscys.caseid.0481,""
per.004498,oscys.caseid.0481,""
per.004499,oscys.caseid.0481,""
per.004500,oscys.caseid.0481,""
per.004510,oscys.caseid.0481,""
per.004501,oscys.caseid.0481,""
per.004502,oscys.caseid.0481,""
per.004503,oscys.caseid.0481,""
per.004665,oscys.caseid.0481,""
per.004504,oscys.caseid.0481,""
per.004519,oscys.caseid.0481,""
per.004505,oscys.caseid.0481,""
per.002967,oscys.caseid.0481,""
per.004513,oscys.caseid.0481,""
per.004506,oscys.caseid.0481,""
per.004507,oscys.caseid.0481,""
per.004508,oscys.caseid.0481,""
per.004509,oscys.caseid.0481,""
per.004523,oscys.caseid.0481,""
per.004520,oscys.caseid.0481,""
per.001393,oscys.caseid.0481,attorney
per.004663,oscys.caseid.0481,attorney
per.004534,oscys.caseid.0481,attorney
per.001496,oscys.caseid.0481,attorney
per.001495,oscys.caseid.0481,attorney
per.004664,oscys.caseid.0481,attorney
per.004640,oscys.caseid.0481,attorney
per.004552,oscys.caseid.0481,""
per.004668,oscys.caseid.0481,""
per.004701,oscys.caseid.0481,""
per.004698,oscys.caseid.0481,""
per.004538,oscys.caseid.0481,""
per.004719,oscys.caseid.0481,""
per.004642,oscys.caseid.0481,""
per.004545,oscys.caseid.0481,""
per.004635,oscys.caseid.0481,""
per.004533,oscys.caseid.0481,""
per.004680,oscys.caseid.0481,""
per.004689,oscys.caseid.0481,""
per.004704,oscys.caseid.0481,""
per.004731,oscys.caseid.0481,""
per.004696,oscys.caseid.0481,""
per.004709,oscys.caseid.0481,""
per.004556,oscys.caseid.0481,""
per.004601,oscys.caseid.0481,""
per.004684,oscys.caseid.0481,""
per.004700,oscys.caseid.0481,""
per.004736,oscys.caseid.0481,""
per.004673,oscys.caseid.0481,""
per.004610,oscys.caseid.0481,""
per.004627,oscys.caseid.0481,""
per.004674,oscys.caseid.0481,""
per.004730,oscys.caseid.0481,""
per.004572,oscys.caseid.0481,""
per.004606,oscys.caseid.0481,""
per.002102,oscys.caseid.0481,""
per.001514,oscys.caseid.0481,""
per.004543,oscys.caseid.0481,""
per.004540,oscys.caseid.0481,""
per.004596,oscys.caseid.0481,""
per.004932,oscys.caseid.0481,""
per.004532,oscys.caseid.0481,""
per.004683,oscys.caseid.0481,""
per.004553,oscys.caseid.0481,""
per.004621,oscys.caseid.0481,""
per.001521,oscys.caseid.0481,""
per.004690,oscys.caseid.0481,""
per.004612,oscys.caseid.0481,""
per.004575,oscys.caseid.0481,""
per.004597,oscys.caseid.0481,""
per.004599,oscys.caseid.0481,""
per.001522,oscys.caseid.0481,""
per.004570,oscys.caseid.0481,""
per.004569,oscys.caseid.0481,""
per.004571,oscys.caseid.0481,""
per.004727,oscys.caseid.0481,""
per.004675,oscys.caseid.0481,""
per.004678,oscys.caseid.0481,""
per.004641,oscys.caseid.0481,""
per.004591,oscys.caseid.0481,""
per.004581,oscys.caseid.0481,""
per.004632,oscys.caseid.0481,""
per.004537,oscys.caseid.0481,""
per.004613,oscys.caseid.0481,""
per.004697,oscys.caseid.0481,""
per.004608,oscys.caseid.0481,""
per.001515,oscys.caseid.0481,""
per.004741,oscys.caseid.0481,""
per.004582,oscys.caseid.0481,""
per.004557,oscys.caseid.0481,""
per.004539,oscys.caseid.0481,""
per.004733,oscys.caseid.0481,""
per.004633,oscys.caseid.0481,""
per.004578,oscys.caseid.0481,""
per.004579,oscys.caseid.0481,""
per.004546,oscys.caseid.0481,""
per.004722,oscys.caseid.0481,""
per.004717,oscys.caseid.0481,""
per.001493,oscys.caseid.0481,""
per.004740,oscys.caseid.0481,""
per.004567,oscys.caseid.0481,""
per.004568,oscys.caseid.0481,""
per.004558,oscys.caseid.0481,""
per.004583,oscys.caseid.0481,""
per.004566,oscys.caseid.0481,""
per.004602,oscys.caseid.0481,""
per.004605,oscys.caseid.0481,""
per.004590,oscys.caseid.0481,""
per.004739,oscys.caseid.0481,""
per.002928,oscys.caseid.0481,""
per.004643,oscys.caseid.0481,""
per.004622,oscys.caseid.0481,""
per.004681,oscys.caseid.0481,""
per.004559,oscys.caseid.0481,""
per.004547,oscys.caseid.0481,""
per.004560,oscys.caseid.0481,""
per.004726,oscys.caseid.0481,""
per.004723,oscys.caseid.0481,""
per.004544,oscys.caseid.0481,""
per.004705,oscys.caseid.0481,""
per.004628,oscys.caseid.0481,""
per.004629,oscys.caseid.0481,""
per.004634,oscys.caseid.0481,""
per.004592,oscys.caseid.0481,""
per.004756,oscys.caseid.0481,""
per.004623,oscys.caseid.0481,""
per.004530,oscys.caseid.0481,""
per.004737,oscys.caseid.0481,""
per.004710,oscys.caseid.0481,""
per.004603,oscys.caseid.0481,""
per.004708,oscys.caseid.0481,""
per.004561,oscys.caseid.0481,""
per.004732,oscys.caseid.0481,""
per.004712,oscys.caseid.0481,""
per.004676,oscys.caseid.0481,""
per.004595,oscys.caseid.0481,""
per.004562,oscys.caseid.0481,""
per.004616,oscys.caseid.0481,""
per.004630,oscys.caseid.0481,""
per.004639,oscys.caseid.0481,""
per.004638,oscys.caseid.0481,""
per.004541,oscys.caseid.0481,""
per.004721,oscys.caseid.0481,""
per.004672,oscys.caseid.0481,""
per.004686,oscys.caseid.0481,""
per.001507,oscys.caseid.0481,""
per.004586,oscys.caseid.0481,""
per.004536,oscys.caseid.0481,""
per.004587,oscys.caseid.0481,""
per.004588,oscys.caseid.0481,""
per.004535,oscys.caseid.0481,""
per.004584,oscys.caseid.0481,""
per.004585,oscys.caseid.0481,""
per.004687,oscys.caseid.0481,""
per.004589,oscys.caseid.0481,""
per.004729,oscys.caseid.0481,""
per.004669,oscys.caseid.0481,""
per.004703,oscys.caseid.0481,""
per.004548,oscys.caseid.0481,""
per.004617,oscys.caseid.0481,""
per.004713,oscys.caseid.0481,""
per.004707,oscys.caseid.0481,""
per.004743,oscys.caseid.0481,""
per.004682,oscys.caseid.0481,""
per.004531,oscys.caseid.0481,""
per.004549,oscys.caseid.0481,""
per.004551,oscys.caseid.0481,""
per.004618,oscys.caseid.0481,""
per.004624,oscys.caseid.0481,""
per.004706,oscys.caseid.0481,""
per.004714,oscys.caseid.0481,""
per.004614,oscys.caseid.0481,""
per.004580,oscys.caseid.0481,""
per.004563,oscys.caseid.0481,""
per.004685,oscys.caseid.0481,""
per.004728,oscys.caseid.0481,""
per.004611,oscys.caseid.0481,""
per.004699,oscys.caseid.0481,""
per.004702,oscys.caseid.0481,""
per.004711,oscys.caseid.0481,""
per.001477,oscys.caseid.0481,""
per.001483,oscys.caseid.0481,""
per.004615,oscys.caseid.0481,""
per.004725,oscys.caseid.0481,""
per.004738,oscys.caseid.0481,""
per.004667,oscys.caseid.0481,""
per.004688,oscys.caseid.0481,""
per.004734,oscys.caseid.0481,""
per.004619,oscys.caseid.0481,""
per.004593,oscys.caseid.0481,""
per.004677,oscys.caseid.0481,""
per.004695,oscys.caseid.0481,""
per.004620,oscys.caseid.0481,""
per.004718,oscys.caseid.0481,""
per.004724,oscys.caseid.0481,""
per.004715,oscys.caseid.0481,""
per.004554,oscys.caseid.0481,""
per.004574,oscys.caseid.0481,""
per.004564,oscys.caseid.0481,""
per.004662,oscys.caseid.0481,""
per.004692,oscys.caseid.0481,""
per.004716,oscys.caseid.0481,""
per.004565,oscys.caseid.0481,""
per.004666,oscys.caseid.0481,""
per.004670,oscys.caseid.0481,""
per.004637,oscys.caseid.0481,""
per.004636,oscys.caseid.0481,""
per.004529,oscys.caseid.0481,""
per.004742,oscys.caseid.0481,""
per.004744,oscys.caseid.0481,""
per.004626,oscys.caseid.0481,""
per.004735,oscys.caseid.0481,""
per.004693,oscys.caseid.0481,""
per.004555,oscys.caseid.0481,""
per.004694,oscys.caseid.0481,""
per.004691,oscys.caseid.0481,""
per.004542,oscys.caseid.0481,""
per.004598,oscys.caseid.0481,""
per.004573,oscys.caseid.0481,""
per.004550,oscys.caseid.0481,""
per.004679,oscys.caseid.0481,""
per.004577,oscys.caseid.0481,""
per.004576,oscys.caseid.0481,""
per.004600,oscys.caseid.0481,""
per.004594,oscys.caseid.0481,""
per.004631,oscys.caseid.0481,""
per.004720,oscys.caseid.0481,""
per.004748,oscys.caseid.0481,""
